"267","The Little Movement","little movement, the","The-Little-Movement","Philip K.","Dick",NULL,"1952-11-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Little%20Movement.htm","0","2022-01-09 22:04:42"
"268","The Variable Man","variable man, the","The-Variable-Man","Philip K.","Dick",NULL,"1953-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/THE%20VARIABLE%20MAN.htm","0","2022-01-09 22:04:42"
"269","The Builder","builder, the","The-Builder","Philip K.","Dick","1952-07-23","1953-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Builder.htm","0","2022-01-09 22:04:42"
"270","Colony","colony","Colony","Philip K.","Dick","1952-08-11","1953-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/colony.htm","0","2022-01-09 22:04:41"
"271","The Commuter","commuter, the","The-Commuter","Philip K.","Dick","1952-11-19","1953-08-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Commuter.htm","0","2022-01-09 22:04:42"
"272","The Cookie Lady","cookie lady, the","The-Cookie-Lady","Philip K.","Dick","1952-08-27","1953-06-01",NULL,"12",NULL,NULL,"0","2022-01-09 22:04:42"
"273","The Cosmic Poachers","cosmic poachers, the","The-Cosmic-Poachers","Philip K.","Dick","1952-10-22","1953-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Cosmic%20Poachers.htm","0","2022-01-09 22:04:42"
"274","The Defenders","defenders, the","The-Defenders","Philip K.","Dick",NULL,"1953-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Defenders.htm","0","2022-01-09 22:04:42"
"275","Expendable","expendable","Expendable","Philip K.","Dick",NULL,"1953-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Expendable.htm","0","2022-01-09 22:04:41"
"276","The Eyes Have It","eyes have it, the","The-Eyes-Have-It","Philip K.","Dick","1953-05-13","1953-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Eyes%20Have%20It.htm","0","2022-01-09 22:04:42"
"277","The Great C","great c, the","The-Great-C","Philip K.","Dick","1952-07-31","1953-09-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Great%20C.htm","0","2022-01-09 22:04:42"
"278","The Hanging Stranger","hanging stranger, the","The-Hanging-Stranger","Philip K.","Dick","1953-05-04","1953-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Hanging%20Stranger.htm","0","2022-01-09 22:04:42"
"279","The Impossible Planet","impossible planet, the","The-Impossible-Planet","Philip K.","Dick","1953-02-11","1953-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Impossible%20Planet.htm","0","2022-01-09 22:04:42"
"280","Impostor","impostor","Impostor","Philip K.","Dick","1953-02-24","1953-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/impostor.htm","0","2022-01-09 22:04:41"
"281","The Indefatigable Frog","indefatigable frog, the","The-Indefatigable-Frog","Philip K.","Dick",NULL,"1953-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Indefatigable%20Frog.htm","0","2022-01-09 22:04:42"
"282","The Infinites","infinites, the","The-Infinites","Philip K.","Dick",NULL,"1953-05-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Infinities.htm","0","2022-01-09 22:04:42"
"283","The King of the Elves","king of the elves, the","The-King-Of-The-Elves","Philip K.","Dick","1952-08-04","1953-09-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20King%20Of%20The%20Elves.htm","0","2022-01-09 22:04:42"
"284","Martians Come in Clouds","martians come in clouds","Martians-Come-In-Clouds","Philip K.","Dick","1952-11-05","1954-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Martians%20Come%20In%20Clouds.htm","0","2022-01-09 22:04:41"
"285","Mr. Spaceship","mr. spaceship","Mr-Spaceship","Philip K.","Dick",NULL,"1953-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Mr%20Spaceship.htm","0","2022-01-09 22:04:41"
"286","Out in the Garden","out in the garden","Out-In-The-Garden","Philip K.","Dick","1952-07-31","1953-08-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Out%20In%20The%20Garden.htm","0","2022-01-09 22:04:41"
"287","Paycheck","paycheck","Paycheck","Philip K.","Dick","1952-07-31","1953-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/paycheck.htm","0","2022-01-09 22:04:41"
"288","Piper in the Woods","piper in the woods","Piper-In-The-Woods","Philip K.","Dick",NULL,"1953-02-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Piper%20In%20The%20Woods.htm","0","2022-01-09 22:04:41"
"289","Planet for Transients","planet for transients","Planet-For-Transients","Philip K.","Dick","1953-03-23","1953-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Planet%20For%20Transients.htm","0","2022-01-09 22:04:41"
"290","The Preserving Machine","preserving machine, the","The-Preserving-Machine","Philip K.","Dick",NULL,"1953-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Preserving%20Machine.htm","0","2022-01-09 22:04:42"
"291","Project: Earth","project: earth","Project:-Earth","Philip K.","Dick","1953-01-06","1953-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Project%20Plowshare.htm","0","2022-01-09 22:04:41"
"292","Roog","roog","Roog","Philip K.","Dick","1951-11-01","1953-02-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/roog.htm","0","2022-01-09 22:04:41"
"293","Some Kinds of Life","some kinds of life","Some-Kinds-Of-Life","Philip K.","Dick","1952-11-03","1953-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Some%20Kinds%20Of%20Life.htm","0","2022-01-09 22:04:42"
"294","Tony and the Beetles","tony and the beetles","Tony-And-The-Beetles","Philip K.","Dick","1953-08-31","1953-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Tony%20And%20The%20Beetles.htm","0","2022-01-09 22:04:42"
"295","The Trouble with Bubbles","trouble with bubbles, the","The-Trouble-With-Bubbles","Philip K.","Dick","1953-01-13","1953-09-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Trouble%20With%20Bubbles.htm","0","2022-01-09 22:04:42"
"296","The World She Wanted","world she wanted, the","The-World-She-Wanted","Philip K.","Dick","1952-11-24","1953-05-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20World%20She%20Wanted.htm","0","2022-01-09 22:04:42"
"297","Beyond the Door","beyond the door","Beyond-The-Door","Philip K.","Dick","1952-08-29","1954-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Beyond%20The%20Door.htm","0","2022-01-09 22:04:41"
"298","Breakfast at Twilight","breakfast at twilight","Breakfast-At-Twilight","Philip K.","Dick","1953-01-17","1954-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Breakfast%20At%20Twilight.htm","0","2022-01-09 22:04:41"
"299","The Crawlers","crawlers, the","The-Crawlers","Philip K.","Dick","1953-10-29","1954-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Crawlers.htm","0","2022-01-09 22:04:42"
"300","The Crystal Crypt","crystal crypt, the","The-Crystal-Crypt","Philip K.","Dick",NULL,"1954-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Crystal%20Crypt.htm","0","2022-01-09 22:04:42"
"301","Exhibit Piece","exhibit piece","Exhibit-Piece","Philip K.","Dick","1953-10-21","1954-08-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Exhibit%20Piece.htm","0","2022-01-09 22:04:41"
"302","The Father-thing","father-thing, the","The-Father-Thing","Philip K.","Dick","1953-07-21","1954-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Father-Thing.htm","0","2022-01-09 22:04:42"
"303","The Golden Man","golden man, the","The-Golden-Man","Philip K.","Dick","1953-06-24","1954-04-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/THE%20GOLDEN%20MAN.htm","0","2022-01-09 22:04:42"
"304","James P. Crow","james p. crow","James-P-Crow","Philip K.","Dick","1953-03-17","1954-05-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/James%20P%20Crow.htm","0","2022-01-09 22:04:41"
"305","JonNULLs World","jonNULLs world","Jon-s-World","Philip K.","Dick","1952-10-21","1954-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Jons%20World.htm","0","2022-01-09 22:04:41"
"306","The Last of the Masters","last of the masters, the","The-Last-Of-The-Masters","Philip K.","Dick","1953-07-15","1954-11-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Last%20Of%20The%20Master.htm","0","2022-01-09 22:04:42"
"307","Meddler","meddler","Meddler","Philip K.","Dick","1952-07-24","1954-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/meddler.htm","0","2022-01-09 22:04:41"
"308","Of Withered Apples","of withered apples","Of-Withered-Apples","Philip K.","Dick","1953-01-26","1954-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Of%20Withered%20Apples.htm","0","2022-01-09 22:04:41"
"309","A Present for Pat","present for pat, a","A-Present-For-Pat","Philip K.","Dick","1953-01-17","1954-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/A%20Present%20For%20Pat.htm","0","2022-01-09 22:04:41"
"310","Prize Ship","prize ship","Prize-Ship","Philip K.","Dick","1952-08-14","1954-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Prize%20Ship.htm","0","2022-01-09 22:04:41"
"311","Progeny","progeny","Progeny","Philip K.","Dick","1952-11-03","1954-11-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/progeny.htm","0","2022-01-09 22:04:41"
"312","Prominent Author","prominent author","Prominent-Author","Philip K.","Dick","1953-04-20","1954-05-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Prominent%20Author.htm","0","2022-01-09 22:04:41"
"313","Sales Pitch","sales pitch","Sales-Pitch","Philip K.","Dick","1953-11-19","1954-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Sales%20Pitch.htm","0","2022-01-09 22:04:41"
"314","Shell Game","shell game","Shell-Game","Philip K.","Dick","1953-12-22","1954-09-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Shell%20Game.htm","0","2022-01-09 22:04:41"
"315","The Short Happy Life of the Brown Oxford","short happy life of the brown oxford, the","The-Short-Happy-Life-Of-The-Brown-Oxford","Philip K.","Dick",NULL,"1954-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Short%20Happy%20%20Life%20Of%20The%20Brown%20Oxford.htm","0","2022-01-09 22:04:42"
"316","Small Town","small town","Small-Town","Philip K.","Dick","1953-03-23","1954-05-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Small%20Town.htm","0","2022-01-09 22:04:42"
"317","Souvenir","souvenir","Souvenir","Philip K.","Dick","1953-03-26","1954-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/souvenir.htm","0","2022-01-09 22:04:42"
"318","Strange Eden","strange eden","Strange-Eden","Philip K.","Dick","1953-08-04","1954-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Strange%20Eden.htm","0","2022-01-09 22:04:42"
"319","Survey Team","survey team","Survey-Team","Philip K.","Dick","1953-04-03","1954-05-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Survey%20Team.htm","0","2022-01-09 22:04:42"
"320","Time Pawn","time pawn","Time-Pawn","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Time%20Pawn.htm","0","2022-01-09 22:04:42"
"321","The Turning Wheel","turning wheel, the","The-Turning-Wheel","Philip K.","Dick","1953-07-08","1954-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Turning%20Wheel.htm","0","2022-01-09 22:04:42"
"322","A World of Talent","world of talent, a","A-World-Of-Talent","Philip K.","Dick","1954-06-04","1954-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/A%20World%20Of%20Talent.htm","0","2022-01-09 22:04:41"
"323","Autofac","autofac","Autofac","Philip K.","Dick","1954-10-11","1955-11-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/autofac.htm","0","2022-01-09 22:04:41"
"324","Captive Market","captive market","Captive-Market","Philip K.","Dick","1954-10-18","1955-04-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Captive%20Market.htm","0","2022-01-09 22:04:41"
"325","The Chromium Fence","chromium fence, the","The-Chromium-Fence","Philip K.","Dick","1954-04-09","1955-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Chromium%20Fence.htm","0","2022-01-09 22:04:42"
"326","Foster, YouNULLre Dead!","foster, youNULLre dead!","Foster-You-re-Dead-","Philip K.","Dick","1953-12-31","1955-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Foster%20Youre%20Dead.htm","0","2022-01-09 22:04:41"
"327","The Hood Maker","hood maker, the","The-Hood-Maker","Philip K.","Dick","1953-01-26","1955-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Hood%20Maker.htm","0","2022-01-09 22:04:42"
"328","Human Is","human is","Human-Is","Philip K.","Dick","1953-02-02","1955-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Human%20Is.htm","0","2022-01-09 22:04:41"
"329","The Mold of Yancy","mold of yancy, the","The-Mold-Of-Yancy","Philip K.","Dick","1954-10-18","1955-08-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Mold%20Of%20Yancy.htm","0","2022-01-09 22:04:42"
"330","Nanny","nanny","Nanny","Philip K.","Dick","1952-08-26","1955-03-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/nanny.htm","0","2022-01-09 22:04:41"
"331","Psi-man Heal My Child!","psi-man heal my child!","Psi-Man-Heal-My-Child-","Philip K.","Dick","1954-06-08","1955-11-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Psi-Man%20Heal%20My%20Child.htm","0","2022-01-09 22:04:41"
"332","Service Call","service call","Service-Call","Philip K.","Dick","1954-10-11","1955-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Service%20Call.htm","0","2022-01-09 22:04:41"
"333","A Surface Raid","surface raid, a","A-Surface-Raid","Philip K.","Dick","1952-12-02","1955-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/A%20Surface%20Raid.htm","0","2022-01-09 22:04:41"
"334","VulcanNULLs Hammer","vulcanNULLs hammer","Vulcan-s-Hammer","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/VULCANS%20HAMMER.htm","0","2022-01-09 22:04:42"
"335","War Veteran","war veteran","War-Veteran","Philip K.","Dick","1954-02-17","1955-03-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/War%20Veteran.htm","0","2022-01-09 22:04:42"
"336","A Glass of Darkness","glass of darkness, a","A-Glass-Of-Darkness","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/A%20Glass%20Of%20Darkness.htm","0","2022-01-09 22:04:41"
"337","Pay for the Printer","pay for the printer","Pay-For-The-Printer","Philip K.","Dick","1954-01-28","1956-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Pay%20For%20The%20Printer.htm","0","2022-01-09 22:04:41"
"338","To Serve the Master","to serve the master","To-Serve-The-Master","Philip K.","Dick","1953-10-21","1956-02-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/To%20Serve%20The%20Master.htm","0","2022-01-09 22:04:42"
"339","Misadjustment","misadjustment","Misadjustment","Philip K.","Dick","1954-05-14","1957-02-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Misadjustment.htm","0","2022-01-09 22:04:41"
"340","The Unreconstructed M","unreconstructed m, the","The-Unreconstructed-M","Philip K.","Dick","1955-06-02","1957-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Unreconstructed%20M.htm","0","2022-01-09 22:04:42"
"341","Null-O","null-o","Null-O","Philip K.","Dick","1953-08-31","1958-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Null%20O.htm","0","2022-01-09 22:04:41"
"342","Explorers We","explorers we","Explorers-We","Philip K.","Dick","1958-05-06","1959-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Explorers%20We.htm","0","2022-01-09 22:04:41"
"343","Fair Game","fair game","Fair-Game","Philip K.","Dick","1953-04-21","1959-09-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Fair%20Game.htm","0","2022-01-09 22:04:41"
"344","Recall Mechanism","recall mechanism","Recall-Mechanism","Philip K.","Dick",NULL,"1959-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Recall%20Mechanism.htm","0","2022-01-09 22:04:41"
"345","War Game","war game","War-Game","Philip K.","Dick","1958-10-31","1959-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/War%20Game.htm","0","2022-01-09 22:04:42"
"346","All We Marsmen","all we marsmen","All-We-Marsmen","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/All%20We%20Marsmen.htm","0","2022-01-09 22:04:41"
"347","The Days of Perky Pat","days of perky pat, the","The-Days-Of-Perky-Pat","Philip K.","Dick","1963-04-18","1963-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Days%20Of%20Perky%20Pat.htm","0","2022-01-09 22:04:42"
"348","If There Were No Benny Cemoli","if there were no benny cemoli","If-There-Were-No-Benny-Cemoli","Philip K.","Dick","1963-02-27","1963-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/If%20There%20Were%20No%20Benny%20Cemoli.htm","0","2022-01-09 22:04:41"
"349","Stand-by","stand-by","Stand-By","Philip K.","Dick","1963-04-18","1963-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/stand-by.htm","0","2022-01-09 22:04:42"
"350","WhatNULLll We Do With Ragland Park?","what-ll we do with ragland park?","What-ll-We-Do-With-Ragland-Park-","Philip K.","Dick","1963-04-29","1963-11-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Whatll%20We%20Do%20With%20Ragland%20Park.htm","0","2022-01-09 22:04:42"
"351","Cantata 140","cantata 140","Cantata-140","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Cantata%20140.htm","0","2022-01-09 22:04:41"
"352","A Game of Unchance","game of unchance, a","A-Game-Of-Unchance","Philip K.","Dick","1963-11-09","1964-07-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/A%20Game%20Of%20Unchance.htm","0","2022-01-09 22:04:41"
"353","The Little Black Box","little black box, the","The-Little-Black-Box","Philip K.","Dick","1963-05-06","1964-08-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Little%20Black%20Box.htm","0","2022-01-09 22:04:42"
"354","Novelty Act","novelty act","Novelty-Act","Philip K.","Dick","1963-03-23","1964-02-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Novelty%20Act.htm","0","2022-01-09 22:04:41"
"355","Oh, to be a Blobel!","oh, to be a blobel!","Oh-To-Be-A-Blobel-","Philip K.","Dick","1963-05-06","1964-02-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Oh%20To%20Be%20A%20Blobel.htm","0","2022-01-09 22:04:41"
"356","Orpheus with Clay Feet","orpheus with clay feet","Orpheus-With-Clay-Feet","Philip K.","Dick","1963-04-16","1964-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Orpheus%20With%20Clay%20Feet.htm","0","2022-01-09 22:04:41"
"357","Precious Artifact","precious artifact","Precious-Artifact","Philip K.","Dick","1963-12-09","1964-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Precious%20Artifact.htm","0","2022-01-09 22:04:41"
"358","The Unteleported Man","unteleported man, the","The-Unteleported-Man","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Unteleported%20Man.htm","0","2022-01-09 22:04:42"
"359","The War with the Fnools","war with the fnools, the","The-War-With-The-Fnools","Philip K.","Dick",NULL,"1964-03-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20War%20With%20The%20Fnools.htm","0","2022-01-09 22:04:42"
"360","Waterspider","waterspider","Waterspider","Philip K.","Dick","1963-04-10","1964-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Waterspider.htm","0","2022-01-09 22:04:42"
"361","What the Dead Men Say","what the dead men say","What-The-Dead-Men-Say","Philip K.","Dick","1963-04-15","1964-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/What%20The%20Dead%20Men%20Say.htm","0","2022-01-09 22:04:42"
"362","Project Plowshare","project plowshare","Project-Plowshare","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Project%20Earth.htm","0","2022-01-09 22:04:41"
"363","Retreat Syndrome","retreat syndrome","Retreat-Syndrome","Philip K.","Dick","1963-12-23","1965-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Retreat%20Syndrome.htm","0","2022-01-09 22:04:41"
"364","Holy Quarrel","holy quarrel","Holy-Quarrel","Philip K.","Dick","1965-09-13","1966-05-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Holy%20Quarrel.htm","0","2022-01-09 22:04:41"
"365","We Can Remember It for You Wholesale","we can remember it for you wholesale","We-Can-Remember-It-For-You-Wholesale","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/We%20Can%20Remember%20It%20For%20You%20Wholesale.htm","0","2022-01-09 22:04:42"
"366","Your Appointment Will Be Yesterday","your appointment will be yesterday","Your-Appointment-Will-Be-Yesterday","Philip K.","Dick","1965-08-27","1966-08-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Your%20Appointment%20Will%20Be%20Yesterday.htm","0","2022-01-09 22:04:42"
"367","Faith of Our Fathers","faith of our fathers","Faith-Of-Our-Fathers","Philip K.","Dick","1966-01-17","1967-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Faith%20Of%20Our%20Fathers.htm","0","2022-01-09 22:04:41"
"368","Return Match","return match","Return-Match","Philip K.","Dick","1965-10-14","1967-02-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Return%20Match.htm","0","2022-01-09 22:04:41"
"369","Not By Its Cover","not by its cover","Not-By-Its-Cover","Philip K.","Dick","1965-09-21","1968-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Not%20By%20Its%20Cover.htm","0","2022-01-09 22:04:41"
"370","The Story To End All Stories","story to end all stories, the","The-Story-To-End-All-Stories","Philip K.","Dick",NULL,"1968-09-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Story%20To%20End%20All%20Stories.htm","0","2022-01-09 22:04:42"
"371","A. Lincoln, Simulacrum","a. lincoln, simulacrum","A-Lincoln-Simulacrum","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/A.%20Lincoln,%20Simulacrum.htm","0","2022-01-09 22:04:41"
"372","The Electric Ant","electric ant, the","The-Electric-Ant","Philip K.","Dick","1968-12-04","1969-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Electric%20Ant.htm","0","2022-01-09 22:04:42"
"373","Cadbury, the Beaver Who Lacked","cadbury, the beaver who lacked","Cadbury-The-Beaver-Who-Lacked","Philip K.","Dick","1971-12-01",NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Cadbury,%20The%20Beaver%20Who%20Lacked.htm","0","2022-01-09 22:04:41"
"374","The Different Stages of Love","different stages of love, the","The-Different-Stages-Of-Love","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Different%20Stages%20Of%20Love.htm","0","2022-01-09 22:04:42"
"375","The Pre-persons","pre-persons, the","The-Pre-Persons","Philip K.","Dick","1973-12-20","1974-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Pre%20Persons.htm","0","2022-01-09 22:04:42"
"376","A Little Something For Us Tempunauts","little something for us tempunauts, a","A-Little-Something-For-Us-Tempunauts","Philip K.","Dick","1973-02-13","1974-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/A%20Little%20Something%20For%20Us%20Tempunauts.htm","0","2022-01-09 22:04:41"
"377","The Exit Door Leads In","exit door leads in, the","The-Exit-Door-Leads-In","Philip K.","Dick","1979-06-21","1979-09-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Exit%20Door%20Leads%20In.htm","0","2022-01-09 22:04:42"
"378","I Hope I Shall Arrive Soon","i hope i shall arrive soon","I-Hope-I-Shall-Arrive-Soon","Philip K.","Dick","1980-04-24","1980-12-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/I%20HOPE%20I%20SHALL%20ARRIVE%20SOON.htm","0","2022-01-09 22:04:41"
"379","RautavaaraNULLs Case","rautavaaraNULLs case","Rautavaara-s-Case","Philip K.","Dick","1980-05-13","1980-10-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Rautavaaras%20Case.htm","0","2022-01-09 22:04:41"
"380","Chains of Air, Web of Aether","chains of air, web of aether","Chains-Of-Air-Web-Of-Aether","Philip K.","Dick","1979-07-09","1980-01-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Chains%20Of%20Air,%20Web%20Of%20Aether.htm","0","2022-01-09 22:04:41"
"381","The Alien Mind","alien mind, the","The-Alien-Mind","Philip K.","Dick",NULL,"1981-02-20",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/the%20alien%20mind.htm","0","2022-01-09 22:04:42"
"382","Strange Memories Of Death","strange memories of death","Strange-Memories-Of-Death","Philip K.","Dick","1980-03-27","1984-06-01",NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Strange%20Memories%20Of%20Death.htm","0","2022-01-09 22:04:42"
"383","The Day Mr. Computer Fell Out of Its Tree","day mr. computer fell out of its tree, the","The-Day-Mr-Computer-Fell-Out-Of-Its-Tree","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Day%20Mr.%20Computer%20Fell%20Out%20Of%20Its%20Tree.htm","0","2022-01-09 22:04:42"
"384","The Eye of The Sibyl","eye of the sibyl, the","The-Eye-Of-The-Sibyl","Philip K.","Dick","1975-05-15",NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/The%20Eye%20Of%20The%20Sibyl.htm","0","2022-01-09 22:04:42"
"385","Fawn, Look Back","fawn, look back","Fawn-Look-Back","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Fawn%20Look%20Back.htm","0","2022-01-09 22:04:41"
"386","Stability","stability","Stability","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Stability.htm","0","2022-01-09 22:04:42"
"387","Goodbye, Vincent","goodbye, vincent","Goodbye-Vincent","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,"https://1999pkdweb.philipdick.com/Goodbye,%20Vincent.htm","0","2022-01-09 22:04:41"
"388","Menace React","menace react","Menace-React","Philip K.","Dick",NULL,NULL,NULL,"12",NULL,NULL,"0","2022-01-09 22:04:41"
